CustomerID,Recency,Frequency,Monetary,RFM_Score,RFM_Segment,Segment,PC1,PC2,PC3,LD1,LD2
12367.0,4,1,138.3,6,411,At Risk,-0.7561438145378067,-1.4479128951846822,-0.012832453116222553,-0.9322571023652148,1.707631253529044
12370.0,51,4,2602.41,10,334,Champions,1.3060020276232815,0.28584978068493905,-0.6458246540597989,2.078955775087595,0.4939464313131634
12371.0,60,1,1300.46,7,214,Loyal Customers,0.06469956130994597,-0.2944481333988589,-1.2469473460409468,0.17369951080888768,2.029111187133472
12372.0,72,3,938.34,8,233,Loyal Customers,0.49307379272331714,0.054622817083493085,-0.31043440891905727,0.7964211040847007,0.3380287649728897
12373.0,311,1,299.1,4,112,Lost Customers,-1.895724061548753,1.4522403327495657,-0.35031073649871863,-3.403968963186471,-1.103931285767199
12374.0,25,1,531.73,7,313,Loyal Customers,-0.20109332518190098,-0.865288406525242,-0.7574294340796436,-0.14336731651820134,2.0287053524491094
12375.0,11,2,283.3,8,422,Loyal Customers,-0.0614220375272536,-0.9743486538550421,0.028855799863484726,0.10420432638769087,1.078750156612066
12377.0,315,2,1472.52,7,124,Loyal Customers,-0.7550287593091023,2.161417801501021,-0.8009636334018639,-1.685285285694832,-1.3526631651931926
12378.0,130,1,3396.64,7,214,Loyal Customers,0.19019480132721167,0.6007288409541977,-1.763110786091113,0.19326925089544203,1.700563446881337
12379.0,82,2,736.44,7,223,Loyal Customers,0.05597076358066173,-0.07239000170968078,-0.4834025694009903,0.10907852496219463,0.737483360229333
12380.0,22,4,1738.25,10,334,Champions,1.251151868666059,-0.08674487734794008,-0.42872644113827874,2.0665211813968805,0.6277400547721229
12381.0,5,5,1253.46,12,444,Champions,1.3450449143485192,-0.2421593059983053,-0.05354104475430328,2.250943368132164,0.29160550038427346
12383.0,185,5,1211.84,9,144,Loyal Customers,0.43931481833868247,1.314046011522704,0.01937993642537459,0.44219718537078834,-1.5495504752000298
12384.0,29,2,286.32,7,322,Loyal Customers,-0.14514848614121842,-0.8145721479998245,0.028344012522119627,-0.06630893406320494,0.9001874569952486
12386.0,367,1,215.7,4,112,Lost Customers,-2.33226216184715,1.8424540459417995,-0.15123003865370843,-4.200891681969308,-1.8022496164230677
12388.0,16,6,2466.7000000000003,12,444,Champions,1.7670559302836724,0.1312862828833322,-0.26210690050545804,2.863640326673988,0.12930964429974526
12390.0,80,1,407.74,5,212,At Risk,-0.6028969648324585,-0.46569029988624033,-0.5926096670779051,-0.8852904773104526,1.3647059583562247
12391.0,22,1,428.11,6,312,At Risk,-0.29250473965385776,-0.9558765957032365,-0.6372454746486619,-0.27440557341077887,1.9730089342731503
12393.0,72,4,1193.5,9,234,Loyal Customers,0.8196351112844836,0.23631693125766098,-0.203387419625712,1.2917990747794967,-0.02962024334730719
12394.0,217,1,331.18,4,112,Lost Customers,-1.3815061705909015,0.6645798885295024,-0.4353815819882417,-2.397012199452148,-0.10900280508886587
12395.0,19,12,1844.57,11,344,Champions,2.188096944558403,0.37609700441651,0.571567453809244,3.4967774160029075,-1.302331152135874
12397.0,36,2,1720.01,9,324,Loyal Customers,0.6994187197865044,-0.2200061575637306,-0.9716273818798628,1.194795944376386,1.542139974121335
12398.0,46,1,1349.44,8,314,Loyal Customers,0.15200034874273438,-0.40525499628775147,-1.2718308674761218,0.33988773768803965,2.1859825339343835
12399.0,119,4,729.15,8,233,Loyal Customers,0.34571849890326994,0.4985413660663797,0.08627093131885667,0.4602111762820651,-0.7029261726088727
12401.0,303,1,32.85,3,111,Lost Customers,-2.9279243563006725,0.7320780091251425,0.868859951724977,-4.946597941742133,-1.8919158936688343
12402.0,323,1,195.6,3,111,Lost Customers,-2.162719395966092,1.430569696465349,-0.10994617795232138,-3.8372337850471667,-1.3942485958034467
12403.0,50,1,92.9,5,311,At Risk,-1.1770723226718272,-1.1652238077698494,0.22175899678559366,-1.6812209853807836,1.0834488642163038
12405.0,149,1,1104.87,5,113,At Risk,-0.45492195496268795,0.4314322708761111,-1.1290658277286154,-0.8292670209498917,1.060537997267974
12406.0,22,2,2871.78,9,324,Loyal Customers,1.0202120005589677,-0.18907927157757282,-1.2626516237572698,1.7143439496300026,1.8883852252964606
12407.0,50,5,1085.01,10,343,Champions,1.0519376229900272,0.1064193529436953,0.04068680699744697,1.6978534457245975,-0.2227600115054061
12408.0,33,5,1869.47,11,344,Champions,1.402927518269768,0.12057610528762515,-0.26876541958977046,2.270400743019361,0.16641891842603287
12409.0,79,3,1646.79,9,234,Loyal Customers,0.7345131067092509,0.2830803474430644,-0.6229451942697697,1.144772278198692,0.4908148763599779
12410.0,309,1,274.23,4,112,Lost Customers,-1.9283309477006638,1.4090474409096105,-0.30248398009798366,-3.4484479813036093,-1.1180819165542006
12412.0,75,3,1115.04,8,233,Loyal Customers,0.562906734779654,0.132112521823217,-0.40602267316260787,0.8948032180692895,0.37622397994814255
12413.0,67,3,545.2,8,233,Loyal Customers,0.25148923686671,-0.15052289693401233,-0.0084186661170795,0.44298296618488214,0.17282969651827626
12414.0,217,3,343.65000000000003,6,132,At Risk,-0.7156175934749813,1.0174260346704416,0.2943699821273073,-1.3856413327194308,-1.5336784500867784
12415.0,25,11,3756.06,11,344,Champions,2.432767873312291,0.6007469901506325,0.08878696404440603,3.8520327713562383,-0.9138932862702985
12417.0,3,9,2151.75,12,444,Champions,2.0975498493483986,0.15337360368244035,0.1965515174578101,3.3973069954247546,-0.5337295711977915
12418.0,113,1,418.16,5,212,At Risk,-0.7535462360293251,-0.17103718409956709,-0.5967955553948926,-1.1935862097620982,1.0396518650346942
12420.0,64,1,380.3,5,212,At Risk,-0.5579901271624136,-0.6256309617346326,-0.5585108864965307,-0.7783926853053343,1.4994888840719003
12421.0,16,4,607.57,10,433,Champions,0.7650629435923698,-0.45200871862996217,0.15731193656908388,1.3454918379761631,0.2703834879936606
12422.0,96,3,645.3100000000001,8,233,Loyal Customers,0.19088896772969066,0.1519914696557417,-0.09392352599805161,0.280698719449019,-0.054599906484039576
12423.0,1,8,1535.61,12,444,Champions,1.8433725254458284,-0.01650941705992544,0.27063556671686917,3.016957771743642,-0.42893755823053087
12424.0,163,2,703.72,6,123,At Risk,-0.36644017884178415,0.6188988831137113,-0.43368177958754706,-0.7273041172435679,-0.10306663458582728
12425.0,78,1,538.14,6,213,At Risk,-0.45702724805290224,-0.40054498496782703,-0.7482151110313032,-0.6596689369263623,1.4953086369932191
12426.0,195,1,446.08,4,112,Lost Customers,-1.1269376900854178,0.5617073193351849,-0.6082787296120881,-1.9582179674138653,0.2327115085958005
12427.0,22,3,425.62,8,332,Loyal Customers,0.35242659788141667,-0.6157518355449992,0.11639368756777989,0.7052493035372712,0.5313359364801773
12428.0,26,8,4830.43,11,344,Champions,2.282491580652481,0.5425427626910293,-0.36314098409370077,3.6206664594556868,-0.22647987596257885
12429.0,9,4,2313.04,11,434,Champions,1.4556048197040308,-0.11473847734164758,-0.5924732937827191,2.4075700188777454,0.8734799929926755
12430.0,43,1,168.6,5,311,At Risk,-0.8521355762062395,-1.0498818387421056,-0.11130014867306326,-1.172437455354181,1.3900216143398416
12431.0,60,13,3933.55,10,244,Champions,2.426609407075492,0.9950864914224196,0.24033252820166917,3.758346352686687,-1.570997571626917
12432.0,43,4,1909.68,10,334,Champions,1.1935847897713883,0.12401076305453812,-0.47504623709348825,1.928295902219472,0.45195115339403097
12433.0,1,7,7947.37,12,444,Champions,2.540403606708808,0.415326999853887,-0.7768338765657476,4.071203385645263,0.47024809232586606
12434.0,85,2,624.84,7,223,Loyal Customers,-0.0394370202602753,-0.09520411065267155,-0.39064522472288027,-0.042609183197579316,0.6416602135124462
12435.0,268,1,78.0,3,111,Lost Customers,-2.3388006676045077,0.6801860304115567,0.3839220686233317,-3.9698624407107683,-1.198942307704921
12436.0,100,1,429.01,5,212,At Risk,-0.6767781374654434,-0.276537570529374,-0.6150039449351736,-1.0457713839048275,1.1818331033732439
12437.0,2,18,2760.54,12,444,Champions,2.8246529084343024,0.5354785490213205,0.751691296780253,4.50348224729425,-1.7572174765290105
12438.0,14,2,1753.12,10,424,Champions,0.8174525920456956,-0.40575745917957234,-0.9888988882497776,1.4269632385620312,1.7731180004162828
12441.0,367,1,155.55,3,111,Lost Customers,-2.4919453309924067,1.7455237597836009,0.030780924829356945,-4.442550882452531,-1.9317605260517283
12442.0,3,1,144.06,6,411,At Risk,-0.7313049062323327,-1.4445352632856288,-0.03581418011057324,-0.8922331443717749,1.73392441009281
12444.0,21,5,2382.56,11,344,Champions,1.5812558350367818,0.08842441677928917,-0.4080650418746302,2.5694798475668064,0.3848229130426182
12445.0,22,1,77.4,5,311,At Risk,-1.1273605146033998,-1.462647657424037,0.3143445068210973,-1.5378485534883106,1.2958998099915482
12446.0,58,1,734.36,6,213,At Risk,-0.20579441864705902,-0.4820423682187668,-0.9279707911021757,-0.23078992795516629,1.8220224146967972
12447.0,243,1,379.79,4,112,Lost Customers,-1.4428670331683442,0.9315325917178718,-0.50402860857161,-2.553146763669763,-0.3186065486644262
12448.0,44,1,283.95,6,312,At Risk,-0.6022455589927297,-0.886494535369453,-0.4014614830172022,-0.7966957891687835,1.5865471382652032
12449.0,22,4,2733.84,10,334,Champions,1.4734437124829762,0.048189894720663075,-0.6821003745597773,2.4029302690814567,0.8080296810981941
12450.0,156,2,131.88,4,121,Lost Customers,-1.1512298178792668,0.06061885002382387,0.498153613991025,-1.8979436128951512,-0.6965366027696348
12451.0,11,5,5878.31,12,444,Champions,2.074061683703222,0.27056569595578017,-0.9164747974164952,3.33961163642079,0.8459885055492655
12452.0,17,1,287.67,7,412,Loyal Customers,-0.46250156723174196,-1.1175673919318805,-0.41682725691660333,-0.5195052228346483,1.8658710369316491
12453.0,134,1,707.09,6,213,At Risk,-0.5997763097425117,0.1680034627798537,-0.8840026792920781,-1.011981089918439,1.0352676766627258
12454.0,56,1,66.4,4,211,Lost Customers,-1.36956036514532,-1.2118672451120314,0.4091800157183943,-1.9871274694586583,0.8904461114089278
12455.0,73,5,1201.86,10,244,Champions,0.9885115354181322,0.3370184601147385,-0.00961533384935176,1.5458941779959487,-0.41559601605723745
12456.0,44,3,1663.24,10,334,Champions,0.9122838111008116,-0.01850959689897149,-0.6390124167646696,1.4989798457256065,0.8501609456549813
12457.0,86,2,958.93,7,223,Loyal Customers,0.16570899283069232,0.041022852988018124,-0.6298061978891544,0.26541839439257203,0.8018961478376183
12458.0,71,2,612.38,7,223,Loyal Customers,0.01984327268098446,-0.22301987037080637,-0.38359026931685614,0.08117375868996728,0.7758055601389643
12461.0,155,1,419.08,4,112,Lost Customers,-0.9599399814135947,0.19507803970323287,-0.5854151334608315,-1.6081459946100203,0.6140580450299782
12462.0,19,2,657.8,8,323,Loyal Customers,0.3117951157255704,-0.6541998371070479,-0.43918903617824756,0.6495501225076896,1.332267002242116
12463.0,53,4,1155.38,9,234,Loyal Customers,0.8975620850809357,0.06132005940709031,-0.19093494596721464,1.4559691825932533,0.15038637612881206
12464.0,150,4,76.5,5,131,At Risk,-0.908990995630744,0.09961195199151912,1.3511817383204177,-1.514065440796715,-1.9111322890763947
12465.0,17,2,621.49,9,423,Loyal Customers,0.2938316719722106,-0.6885039207549417,-0.40805325024068373,0.6272320033838386,1.329992923976477
12468.0,188,2,575.99,6,123,At Risk,-0.5881472804880421,0.7768188156313448,-0.3142317621415821,-1.1236677701437512,-0.4365714907528457
12471.0,2,26,8738.78,12,444,Champions,3.718878042267452,1.052250784259544,0.4871664768354432,5.8586167705757735,-2.0280035042702074
12472.0,32,7,5052.03,11,344,Champions,2.1648020256467526,0.550030416796178,-0.5139527712108698,3.427339464189128,-0.02495823747071764
12473.0,54,3,2229.45,9,234,Loyal Customers,1.0067041467990263,0.15580498833862333,-0.7999380969534762,1.6175366455060836,0.8652646913755381
12474.0,17,18,6166.900000000001,12,444,Champions,3.1452084466638612,0.905560839017257,0.30635944215520816,4.952096647172408,-1.5894448483029258
12475.0,54,1,561.94,6,213,At Risk,-0.31725722276217266,-0.5965020679663763,-0.77960144804013,-0.3897397116632988,1.7562109119910152
12476.0,16,10,3530.83,12,444,Champions,2.365546706736372,0.46108988381853244,0.02649613766709162,3.771748125885897,-0.6664486921490238
12477.0,23,6,7057.34,11,344,Champions,2.2486107648203846,0.5054978475759775,-0.8483075022383194,3.575374348401244,0.476841261108276
12478.0,4,1,479.59,8,413,Loyal Customers,-0.14794390282788406,-1.078725636446054,-0.7060742801239284,-0.011827571911143895,2.200911316939929
12479.0,11,1,426.35,7,412,Loyal Customers,-0.2401857157261301,-1.052817988379037,-0.6382467760644537,-0.1684583240126803,2.0830656109601184
12480.0,28,4,2266.94,10,334,Champions,1.3518662384156093,0.04459032808844894,-0.5755050365413525,2.2043374822364274,0.6725388894180974
12481.0,23,10,3462.2,11,344,Champions,2.321330904018791,0.5161501027843263,0.03958236603658499,3.6877983412575284,-0.7453429400783282
12483.0,17,7,1486.54,12,444,Champions,1.6383211218309361,0.05494807375551211,0.16609808602779802,2.6670844607760893,-0.3597464726355057
12484.0,35,4,3336.98,10,334,Champions,1.5071040937760607,0.22072216816677653,-0.7897611929161239,2.4222342341127674,0.7554113751071124
12488.0,10,3,952.16,10,433,Champions,0.8065127877418382,-0.48051400083435497,-0.33722181683810365,1.4216512073215477,0.9733931387125565
12489.0,336,1,191.43,3,111,Lost Customers,-2.237465539117208,1.5372974427841635,-0.09404246494599904,-3.981988650790438,-1.534789928783545
12490.0,5,10,4227.11,12,444,Champions,2.5082564785214503,0.4190171482639879,-0.07753485182124505,4.014489728597573,-0.48308067000415383
12491.0,39,1,350.75,6,312,At Risk,-0.4741126364887734,-0.8672157144343866,-0.5208591854338772,-0.590615784339275,1.7212071418993629
12492.0,63,2,227.21,6,222,At Risk,-0.42622146161504315,-0.5873883560685512,0.16748810422326457,-0.5744171452035597,0.46320574079506804
12493.0,166,2,332.91,5,122,At Risk,-0.7480939876947555,0.42232877180315614,-0.014653888774139513,-1.3121870451386437,-0.43104939634125483
12494.0,16,7,951.75,11,443,Champions,1.4244523262992745,-0.08657376098898852,0.4152015098905489,2.3458561141763394,-0.5270570128470349
12497.0,82,1,20.4,4,211,Lost Customers,-2.0614380471167446,-1.327648527343386,1.0592121987503085,-3.0974652304287744,0.16946219387399886
12498.0,21,3,349.70000000000005,8,332,Loyal Customers,0.26112455011134633,-0.6828736568278199,0.22579239508199686,0.569509399009657,0.46343306132062784
12500.0,50,7,497.89,10,343,Champions,0.9387592918495268,0.0164023202836758,0.787576782319896,1.528082707138159,-1.1299956680790033
12501.0,337,1,1866.66,6,114,At Risk,-1.1262242350199747,2.2235390154406627,-1.365994043448388,-2.30270657744937,-0.6396661163143699
12502.0,96,5,1511.3200000000002,10,244,Champions,0.9873359605723098,0.6054046430579565,-0.1308722024813979,1.4881427670851284,-0.5579437908779163
12504.0,30,1,60.0,5,311,At Risk,-1.2901262046029411,-1.4678491618803862,0.45722663467256375,-1.8036413768383939,1.114708189184378
12506.0,233,1,57.6,3,111,Lost Customers,-2.312613650585412,0.2865823173512764,0.5406338129704591,-3.8450565871704208,-0.9625380696721492
12507.0,156,2,388.75,5,122,At Risk,-0.6227518343514202,0.3814135990625559,-0.10421911869185514,-1.098162598678483,-0.2679149469509702
12508.0,26,2,398.27,7,322,Loyal Customers,0.031270783157185775,-0.7425827470738069,-0.15675229687114509,0.207978863451016,1.0617149057254653
12509.0,284,1,124.5,3,111,Lost Customers,-2.1905166161147744,0.9573967105696427,0.12961936761415585,-3.7843915625241875,-1.177037913642438
12510.0,143,2,620.05,7,223,Loyal Customers,-0.3297172992349812,0.4071904642909022,-0.36893352822584957,-0.6230573362122952,0.04966901585750987
12512.0,66,2,130.08,5,221,At Risk,-0.7133484024028928,-0.7265791178820044,0.4787718512821174,-1.016246252942919,0.21188892156189892
12513.0,113,1,520.04,6,213,At Risk,-0.6466904594813908,-0.10617398621910668,-0.7185925046120567,-1.0318742293084915,1.12631715915352
12514.0,267,1,779.6800000000001,5,113,At Risk,-1.2088354925055724,1.3543933173996172,-0.8987108643572189,-2.257377123791139,-0.27633735552071687
12515.0,353,1,190.8,3,111,Lost Customers,-2.3230522358678463,1.6842447574400925,-0.08710359737050813,-4.152883569155457,-1.7087138018179548
12516.0,78,2,270.48,6,222,At Risk,-0.4150481082832533,-0.4051060945597143,0.07479798297035288,-0.5940114604100647,0.38005418957576476
12517.0,28,4,2198.09,10,334,Champions,1.3367257368466623,0.03539979687897817,-0.5582475053129102,2.1814243504163895,0.66025919744477
12518.0,1,5,1750.09,12,444,Champions,1.5286100592102256,-0.17753223240553778,-0.2414521095469931,2.5384790759856894,0.4650761852903162
12519.0,64,1,252.84,5,212,At Risk,-0.7578196339738468,-0.7469307291538547,-0.33074009974561475,-1.0808080187903544,1.3374173186318796
12520.0,79,5,2061.56,10,244,Champions,1.2237092623427015,0.5499872551414746,-0.30968150203097194,1.8872331214983036,-0.26172455960095
12521.0,143,1,499.03,6,213,At Risk,-0.815097701463583,0.14259978109768517,-0.6865465138644963,-1.3597435451406528,0.8053032156374799
12522.0,39,2,152.72,6,321,At Risk,-0.5017262622399442,-0.9140207669075506,0.38147752402266244,-0.6302776859715871,0.5495095363556021
12523.0,19,11,1277.91,11,344,Champions,1.933157695923956,0.2272755283467281,0.6902372112334395,3.1105408141147937,-1.2822162541789603
12524.0,9,8,1719.21,12,444,Champions,1.859286315253585,0.08675043481217326,0.20985424995824167,3.021572534015255,-0.46521132648200164
12526.0,1,3,1074.46,10,433,Champions,0.9102596744530235,-0.5228378621140234,-0.4075025055658063,1.6005605152814266,1.1128651845850615
12527.0,82,3,296.71000000000004,7,232,Loyal Customers,-0.12065326712243075,-0.2009196080305783,0.3358044382552792,-0.15670882647370254,-0.22120988142577905
12528.0,9,6,1121.63,11,443,Champions,1.41481931944861,-0.16442701241769986,0.176693479789883,2.347612206294567,-0.11333852816827204
12530.0,60,4,1051.42,8,233,Loyal Customers,0.8167187618073078,0.09414677644674552,-0.13609973214053986,1.316588525815763,0.041785406257252855
12531.0,15,1,95.27,6,411,At Risk,-0.9919383048964913,-1.4623441008820017,0.19729888122261147,-1.315870024127685,1.4487669430807446
12532.0,30,1,297.33000000000004,6,312,At Risk,-0.5105527632694258,-0.9946353776458564,-0.43135112792087593,-0.6238608429285185,1.7469806199601423
12534.0,131,1,828.73,6,213,At Risk,-0.5070995852260273,0.18915977420259728,-0.9736470926472831,-0.8644264761627415,1.1288757998473709
12535.0,92,2,577.85,7,223,Loyal Customers,-0.1123483090014385,-0.0575625193769649,-0.3448511468866966,-0.16998576256615291,0.5394925140538195
12536.0,59,1,3659.97,7,214,Loyal Customers,0.5775797020378686,0.005178480587190818,-1.8262109617788056,0.9523088479713189,2.4512298041114637
12538.0,29,1,258.75,6,312,At Risk,-0.5736240919314664,-1.0446206923310166,-0.3541305166467091,-0.7168773155175604,1.7019742474860216
12539.0,22,4,4141.6,10,334,Champions,1.6773831169527924,0.1719844370008825,-0.9145557278597114,2.711565385073982,0.9734345758243694
12540.0,20,17,7967.64,11,344,Champions,3.2056638849266275,0.9813643828059784,0.10533378115844506,5.036003445727495,-1.4056002786925754
12541.0,30,3,721.38,9,333,Loyal Customers,0.5715623917592162,-0.38913291512740383,-0.17602527115235556,1.0174134918820301,0.6598852159209088
12544.0,36,1,284.9,6,312,At Risk,-0.5610927232103077,-0.955114015446907,-0.4057261667982273,-0.7149478171070538,1.6691047486346822
12545.0,75,2,698.8,7,223,Loyal Customers,0.06481914443123263,-0.14891882216050986,-0.4561761050528762,0.13950442891307197,0.7876928882740368
12546.0,47,2,969.58,8,323,Loyal Customers,0.363778980308542,-0.29504505673602466,-0.6476898769303032,0.6600805413482527,1.2022962523502612
12547.0,198,2,151.8,4,121,Lost Customers,-1.2900985135191774,0.46772287953233627,0.43256725583799516,-2.2103132319218535,-1.0673642839137336
12548.0,166,1,67.19999999999999,3,111,Lost Customers,-1.9071404864717882,-0.2511882112815472,0.43559498576308814,-3.0683771326282887,-0.22179155805879294
12550.0,79,1,748.88,6,213,At Risk,-0.2999267272251472,-0.29348241816753573,-0.9326126023312405,-0.4243518103455415,1.6165773123400504
12551.0,358,1,168.0,3,111,Lost Customers,-2.409904981656545,1.6900236765479428,-0.014758096991860956,-4.296491526653911,-1.8098935503654836
12552.0,40,1,165.47,5,311,At Risk,-0.846464712665778,-1.0815395029373858,-0.10177305466349237,-1.156554619615952,1.4130637019282157
12553.0,8,10,2933.7000000000003,12,444,Champions,2.314103449023129,0.33626306587504706,0.12777485136575342,3.7133642478484035,-0.6589910710951079
12556.0,50,2,517.81,8,323,Loyal Customers,0.041341397685919885,-0.4556699536295544,-0.29615815648794314,0.16481348194488102,0.9223407646332942
12558.0,8,1,195.08,6,411,At Risk,-0.6079912620355274,-1.3111819202032677,-0.20302171051015774,-0.7177822729767344,1.803199948010912
12559.0,320,1,301.41,4,112,Lost Customers,-1.936416112842483,1.5328395067837821,-0.35190156314755067,-3.4874531791022267,-1.192262756617852
12560.0,5,2,1746.16,10,424,Champions,0.8599580022686096,-0.4852558947899824,-0.989374974523629,1.513191731607063,1.8629201946102847
12561.0,303,1,207.05,3,111,Lost Customers,-2.036122767758662,1.2734161077890056,-0.14763832567710963,-3.5969750601929293,-1.1686209117456172
12562.0,8,7,2701.74,12,444,Champions,1.9760497732665587,0.15465495705550023,-0.17088100719000474,3.200093994161264,-0.030503699214277626
12564.0,261,1,336.15000000000003,4,112,Lost Customers,-1.5915625842460992,1.0518717935230428,-0.43048694995895825,-2.8219821042844746,-0.5498623880960546
12565.0,289,1,145.92000000000002,3,111,Lost Customers,-2.1378230217458785,1.0478825324538323,0.04290637761730736,-3.716814727202252,-1.1650387119856362
12566.0,86,1,222.13,5,212,At Risk,-0.9298248494503039,-0.5939409124859545,-0.25195067491233414,-1.3946537498501181,1.0626658765701744
12567.0,23,10,6673.58,11,344,Champions,2.6435636076976134,0.7117506056069252,-0.3277067175673627,4.175454604327659,-0.48399635741134317
12569.0,2,28,2704.69,12,444,Champions,3.209804731559964,0.7379402016766932,1.2209015403346122,5.088577117708723,-2.6434393428073584
12571.0,40,2,489.37,8,323,Loyal Customers,0.0630508093919113,-0.5594918895314543,-0.26760013487721285,0.2220035818548192,1.0014239598519172
12572.0,9,2,650.87,9,423,Loyal Customers,0.3559993025164665,-0.7443670779166884,-0.4362711349913169,0.7407830673283714,1.4295945672257704
12573.0,227,1,150.59,3,111,Lost Customers,-1.8161891347259065,0.5177201475397135,0.006778222036452128,-3.079182746800031,-0.5230278774880976
12574.0,316,1,162.55,3,111,Lost Customers,-2.21853347928569,1.314789706406236,-0.009015781826051781,-3.904665905058875,-1.3964835088249858
12576.0,36,5,1225.31,11,344,Champions,1.1807655999798825,0.020820170918467655,-0.03153046803545429,1.9268875409591506,-0.032208070045422026
12577.0,35,3,570.65,9,333,Loyal Customers,0.43192861663186655,-0.4153929410436583,-0.043518602536767,0.7939284789685676,0.5158974547482827
12578.0,21,2,2242.96,9,324,Loyal Customers,0.903825564915623,-0.27142772512022767,-1.1246610888786772,1.5406421662737417,1.8001376769422632
12579.0,78,1,329.12,5,212,At Risk,-0.6979327277633052,-0.5467785373854028,-0.47362487897901706,-1.0242472824743882,1.2999224358122918
12580.0,247,1,379.7,4,112,Lost Customers,-1.4627422209408478,0.9662679898671743,-0.5026955467192661,-2.5929595313471303,-0.3593166217090227
12581.0,40,1,169.76,5,311,At Risk,-0.8339685890644021,-1.073954152251818,-0.11601645619832138,-1.1376434015156833,1.4231986732161053
12582.0,239,2,313.92,5,122,At Risk,-1.137454190774389,1.0400800719637686,0.04003719416348118,-2.0790831587291856,-1.195612979776846
12583.0,3,15,5267.89,12,444,Champions,2.9763894716918733,0.652018433342602,0.20430609053696464,4.7297799699949135,-1.1531851265636988
12584.0,4,8,1100.6,11,443,Champions,1.6650998930677816,-0.08962383958105785,0.4578443867874666,2.7398651561485368,-0.5919681756390843
12585.0,234,2,1212.95,7,124,Loyal Customers,-0.4500743258431142,1.3988309014563998,-0.7168044878598456,-1.026657420012499,-0.6073761802380144
12586.0,17,1,186.54,6,411,At Risk,-0.6743192494869312,-1.2461441772265491,-0.17539204094248453,-0.8400630625618596,1.694076471160288
12587.0,8,1,104.0,6,411,At Risk,-0.9147285867379011,-1.4973764754463155,0.14660534351274435,-1.181988344554067,1.5544208803614623
12588.0,39,1,79.65,5,311,At Risk,-1.1974403934963842,-1.3062874516012366,0.30360830648595266,-1.6852759691379329,1.1345527294703417
12589.0,29,2,417.28,7,322,Loyal Customers,0.03929518321896166,-0.7026118346690722,-0.18188960288202144,0.21282198443220252,1.0497803509861958
12590.0,211,1,877.26,5,113,At Risk,-0.8743649080465841,0.9022229586151936,-0.9814523951021901,-1.6149199908623941,0.3391991961245225
12591.0,317,1,323.1,4,112,Lost Customers,-1.8875774460447043,1.52738540270664,-0.39157823622482013,-3.406241624766918,-1.134209455910075
12592.0,92,2,350.6,6,222,At Risk,-0.35719758882334335,-0.20619002273755377,-0.0657656705208028,-0.5405325241151426,0.34090769687241934
