CustomerID,Recency,Frequency,Monetary,Frequency_log,Monetary_log,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment
12390.0,80,1,407.74,0.6931471805599453,6.01307925708039,2,1,2,5,212,At Risk
12391.0,22,1,428.11,0.6931471805599453,6.061713296316936,3,1,2,6,312,At Risk
12393.0,72,4,1193.5,1.6094379124341003,7.0854829667658645,2,3,4,9,234,Loyal Customers
12394.0,217,1,331.18,0.6931471805599453,5.805676990670853,1,1,2,4,112,Lost Customers
12395.0,19,12,1844.5700000000002,2.5649493574615367,7.520543451850969,3,4,4,11,344,Champions
12397.0,36,2,1720.01,1.0986122886681098,7.450666606769905,3,2,4,9,324,Loyal Customers
12398.0,46,1,1349.44,0.6931471805599453,7.208185744256085,3,1,4,8,314,Loyal Customers
12399.0,119,4,729.15,1.6094379124341003,6.593249992486481,2,3,3,8,233,Loyal Customers
12401.0,303,1,32.85,0.6931471805599453,3.521938999358284,1,1,1,3,111,Lost Customers
12402.0,323,1,195.6,0.6931471805599453,5.281171207713066,1,1,1,3,111,Lost Customers
12403.0,50,1,92.9,0.6931471805599453,4.542230386214217,3,1,1,5,311,At Risk
12405.0,149,1,1104.8700000000001,0.6931471805599453,7.008387634486671,1,1,3,5,113,At Risk
12406.0,22,2,2871.78,1.0986122886681098,7.963035481038572,3,2,4,9,324,Loyal Customers
12407.0,50,5,1085.01,1.791759469228055,6.990265708554618,3,4,3,10,343,Champions
12408.0,33,5,1869.47,1.791759469228055,7.533945015167201,3,4,4,11,344,Champions
12409.0,79,3,1646.79,1.3862943611198906,7.4071902751654175,2,3,4,9,234,Loyal Customers
12410.0,309,1,274.23,0.6931471805599453,5.61760711174576,1,1,2,4,112,Lost Customers
12412.0,75,3,1115.04,1.3862943611198906,7.017541984592843,2,3,3,8,233,Loyal Customers
12413.0,67,3,545.2,1.3862943611198906,6.302985209039605,2,3,3,8,233,Loyal Customers
12414.0,217,3,343.65000000000003,1.3862943611198906,5.842529409331661,1,3,2,6,132,At Risk
12415.0,25,11,3756.06,2.4849066497880004,8.231392015635427,3,4,4,11,344,Champions
12417.0,3,9,2151.75,2.302585092994046,7.674501373576274,4,4,4,12,444,Champions
12418.0,113,1,418.16,0.6931471805599453,6.038252708606741,2,1,2,5,212,At Risk
12420.0,64,1,380.3,0.6931471805599453,5.943586466863518,2,1,2,5,212,At Risk
12421.0,16,4,607.57,1.6094379124341003,6.411111942787508,4,3,3,10,433,Champions
12422.0,96,3,645.3100000000001,1.3862943611198906,6.47127926483985,2,3,3,8,233,Loyal Customers
12423.0,1,8,1535.6100000000001,2.1972245773362196,7.3373339702868865,4,4,4,12,444,Champions
12424.0,163,2,703.72,1.0986122886681098,6.557800560801541,1,2,3,6,123,At Risk
12425.0,78,1,538.14,0.6931471805599453,6.2899752774420765,2,1,3,6,213,At Risk
12426.0,195,1,446.08000000000004,0.6931471805599453,6.1027375495174105,1,1,2,4,112,Lost Customers
12427.0,22,3,425.62,1.3862943611198906,6.055893687263672,3,3,2,8,332,Loyal Customers
12428.0,26,8,4830.43,2.1972245773362196,8.482897769080243,3,4,4,11,344,Champions
12429.0,9,4,2313.04,1.6094379124341003,7.746750193688921,4,3,4,11,434,Champions
12430.0,43,1,168.6,0.6931471805599453,5.133442723357803,3,1,1,5,311,At Risk
12431.0,60,13,3933.55,2.6390573296152584,8.277551795989348,2,4,4,10,244,Champions
12432.0,43,4,1909.68,1.6094379124341003,7.555214478622666,3,3,4,10,334,Champions
12433.0,1,7,7947.37,2.0794415416798357,8.980722155180016,4,4,4,12,444,Champions
12434.0,85,2,624.84,1.0986122886681098,6.439094747376825,2,2,3,7,223,Loyal Customers
12435.0,268,1,78.0,0.6931471805599453,4.3694478524670215,1,1,1,3,111,Lost Customers
12436.0,100,1,429.01,0.6931471805599453,6.063808464231149,2,1,2,5,212,At Risk
12437.0,2,18,2760.54,2.9444389791664403,7.923543774117743,4,4,4,12,444,Champions
12438.0,14,2,1753.1200000000001,1.0986122886681098,7.469722585643237,4,2,4,10,424,Champions
12441.0,367,1,155.55,0.6931471805599453,5.053375447772415,1,1,1,3,111,Lost Customers
12442.0,3,1,144.06,0.6931471805599453,4.977147449935266,4,1,1,6,411,At Risk
12444.0,21,5,2382.56,1.791759469228055,7.776350447392865,3,4,4,11,344,Champions
12445.0,22,1,77.4,0.6931471805599453,4.361823927356363,3,1,1,5,311,At Risk
12446.0,58,1,734.36,0.6931471805599453,6.600360175220336,2,1,3,6,213,At Risk
12447.0,243,1,379.79,0.6931471805599453,5.942248042068195,1,1,2,4,112,Lost Customers
12448.0,44,1,283.95,0.6931471805599453,5.652313726281008,3,1,2,6,312,At Risk
12449.0,22,4,2733.84,1.6094379124341003,7.91382821223076,3,3,4,10,334,Champions
12450.0,156,2,131.88,1.0986122886681098,4.889446465305039,1,2,1,4,121,Lost Customers
12451.0,11,5,5878.31,1.791759469228055,8.679194687068206,4,4,4,12,444,Champions
12452.0,17,1,287.67,0.6931471805599453,5.665284167171766,4,1,2,7,412,Loyal Customers
12453.0,134,1,707.09,0.6931471805599453,6.562571204258897,2,1,3,6,213,At Risk
12454.0,56,1,66.4,0.6931471805599453,4.210645017918261,2,1,1,4,211,Lost Customers
12455.0,73,5,1201.8600000000001,1.791759469228055,7.09245733347515,2,4,4,10,244,Champions
12456.0,44,3,1663.24,1.3862943611198906,7.4171238417501275,3,3,4,10,334,Champions
12457.0,86,2,958.9300000000001,1.0986122886681098,6.866860365136666,2,2,3,7,223,Loyal Customers
12458.0,71,2,612.38,1.0986122886681098,6.418984645996978,2,2,3,7,223,Loyal Customers
12461.0,155,1,419.08000000000004,0.6931471805599453,6.040445169329604,1,1,2,4,112,Lost Customers
12462.0,19,2,657.8,1.0986122886681098,6.490419998303485,3,2,3,8,323,Loyal Customers
12463.0,53,4,1155.38,1.6094379124341003,7.053049714939015,2,3,4,9,234,Loyal Customers
12464.0,150,4,76.5,1.6094379124341003,4.350277936359301,1,3,1,5,131,At Risk
12465.0,17,2,621.49,1.0986122886681098,6.433727563952803,4,2,3,9,423,Loyal Customers
12468.0,188,2,575.99,1.0986122886681098,6.357824935335385,1,2,3,6,123,At Risk
12471.0,2,26,8738.78,3.295836866004329,9.075640296708057,4,4,4,12,444,Champions
12472.0,32,7,5052.03,2.0794415416798357,8.527743342341372,3,4,4,11,344,Champions
12473.0,54,3,2229.45,1.3862943611198906,7.709958637818523,2,3,4,9,234,Loyal Customers
12474.0,17,18,6166.900000000001,2.9444389791664403,8.727113702400972,4,4,4,12,444,Champions
12475.0,54,1,561.94,0.6931471805599453,6.333173050524441,2,1,3,6,213,At Risk
12476.0,16,10,3530.83,2.3978952727983707,8.169571429195171,4,4,4,12,444,Champions
12477.0,23,6,7057.34,1.9459101490553132,8.861965175361735,3,4,4,11,344,Champions
12478.0,4,1,479.59000000000003,0.6931471805599453,6.175014515761715,4,1,3,8,413,Loyal Customers
12479.0,11,1,426.35,0.6931471805599453,6.057603349612027,4,1,2,7,412,Loyal Customers
12480.0,28,4,2266.94,1.6094379124341003,7.726627209471247,3,3,4,10,334,Champions
12481.0,23,10,3462.2,2.3978952727983707,8.149948296127771,3,4,4,11,344,Champions
12483.0,17,7,1486.54,2.0794415416798357,7.304879027814537,4,4,4,12,444,Champions
12484.0,35,4,3336.98,1.6094379124341003,8.113121112592086,3,3,4,10,334,Champions
12488.0,10,3,952.16,1.3862943611198906,6.859782780433041,4,3,3,10,433,Champions
12489.0,336,1,191.43,0.6931471805599453,5.259732451232468,1,1,1,3,111,Lost Customers
12490.0,5,10,4227.11,2.3978952727983707,8.34951036368102,4,4,4,12,444,Champions
12491.0,39,1,350.75,0.6931471805599453,5.862920695994498,3,1,2,6,312,At Risk
12492.0,63,2,227.21,1.0986122886681098,5.43026625767732,2,2,2,6,222,At Risk
12493.0,166,2,332.91,1.0986122886681098,5.810871495587697,1,2,2,5,122,At Risk
12494.0,16,7,951.75,2.0794415416798357,6.85935253975397,4,4,3,11,443,Champions
12497.0,82,1,20.4,0.6931471805599453,3.0633909220278057,2,1,1,4,211,Lost Customers
12498.0,21,3,349.70000000000005,1.3862943611198906,5.859931157146132,3,3,2,8,332,Loyal Customers
12500.0,50,7,497.89,2.0794415416798357,6.212385630569092,3,4,3,10,343,Champions
12501.0,337,1,1866.66,0.6931471805599453,7.532441589374473,1,1,4,6,114,At Risk
12502.0,96,5,1511.3200000000002,1.791759469228055,7.321400174558488,2,4,4,10,244,Champions
12504.0,30,1,60.0,0.6931471805599453,4.110873864173311,3,1,1,5,311,At Risk
12506.0,233,1,57.6,0.6931471805599453,4.070734696582967,1,1,1,3,111,Lost Customers
12507.0,156,2,388.75,1.0986122886681098,5.965505507937886,1,2,2,5,122,At Risk
12508.0,26,2,398.27,1.0986122886681098,5.989637879766574,3,2,2,7,322,Loyal Customers
12509.0,284,1,124.5,0.6931471805599453,4.832305758571839,1,1,1,3,111,Lost Customers
12510.0,143,2,620.05,1.0986122886681098,6.431411593990203,2,2,3,7,223,Loyal Customers
12512.0,66,2,130.08,1.0986122886681098,4.8758078238306135,2,2,1,5,221,At Risk
12513.0,113,1,520.04,0.6931471805599453,6.255826814238146,2,1,3,6,213,At Risk
12514.0,267,1,779.6800000000001,0.6931471805599453,6.660165334763001,1,1,3,5,113,At Risk
12515.0,353,1,190.8,0.6931471805599453,5.256453162449338,1,1,1,3,111,Lost Customers
12516.0,78,2,270.48,1.0986122886681098,5.603888471835558,2,2,2,6,222,At Risk
12517.0,28,4,2198.09,1.6094379124341003,7.695798917411652,3,3,4,10,334,Champions
12518.0,1,5,1750.0900000000001,1.791759469228055,7.467993730165415,4,4,4,12,444,Champions
12519.0,64,1,252.84,0.6931471805599453,5.53670414727494,2,1,2,5,212,At Risk
12520.0,79,5,2061.56,1.791759469228055,7.631703208694795,2,4,4,10,244,Champions
12521.0,143,1,499.03,0.6931471805599453,6.214668096622264,2,1,3,6,213,At Risk
12522.0,39,2,152.72,1.0986122886681098,5.035132765696643,3,2,1,6,321,At Risk
12523.0,19,11,1277.91,2.4849066497880004,7.153763431628346,3,4,4,11,344,Champions
12524.0,9,8,1719.21,2.1972245773362196,7.450201655378008,4,4,4,12,444,Champions
12526.0,1,3,1074.46,1.3862943611198906,6.980503756012426,4,3,3,10,433,Champions
12527.0,82,3,296.71000000000004,1.3862943611198906,5.696119858320856,2,3,2,7,232,Loyal Customers
12528.0,9,6,1121.63,1.9459101490553132,7.023429425828206,4,4,3,11,443,Champions
12530.0,60,4,1051.42,1.6094379124341003,6.95884755316648,2,3,3,8,233,Loyal Customers
12531.0,15,1,95.27,0.6931471805599453,4.567156743789875,4,1,1,6,411,At Risk
12532.0,30,1,297.33000000000004,0.6931471805599453,5.698200256359968,3,1,2,6,312,At Risk
12534.0,131,1,828.73,0.6931471805599453,6.72110034666391,2,1,3,6,213,At Risk
12535.0,92,2,577.85,1.0986122886681098,6.361043376651738,2,2,3,7,223,Loyal Customers
12536.0,59,1,3659.9700000000003,0.6931471805599453,8.20548341860428,2,1,4,7,214,Loyal Customers
12538.0,29,1,258.75,0.6931471805599453,5.5597196299793366,3,1,2,6,312,At Risk
12539.0,22,4,4141.6,1.6094379124341003,8.329078889021423,3,3,4,10,334,Champions
12540.0,20,17,7967.64,2.8903717578961645,8.983269117323992,3,4,4,11,344,Champions
12541.0,30,3,721.38,1.3862943611198906,6.5825513162267235,3,3,3,9,333,Loyal Customers
12544.0,36,1,284.9,0.6931471805599453,5.655642099328266,3,1,2,6,312,At Risk
12545.0,75,2,698.8,1.0986122886681098,6.550794579933587,2,2,3,7,223,Loyal Customers
12546.0,47,2,969.58,1.0986122886681098,6.877893830947975,3,2,3,8,323,Loyal Customers
12547.0,198,2,151.8,1.0986122886681098,5.02912987673242,1,2,1,4,121,Lost Customers
12548.0,166,1,67.19999999999999,0.6931471805599453,4.222444564849416,1,1,1,3,111,Lost Customers
12550.0,79,1,748.88,0.6931471805599453,6.619913193728991,2,1,3,6,213,At Risk
12551.0,358,1,168.0,0.6931471805599453,5.1298987149230735,1,1,1,3,111,Lost Customers
12552.0,40,1,165.47,0.6931471805599453,5.114815113005919,3,1,1,5,311,At Risk
12553.0,8,10,2933.7000000000003,2.3978952727983707,7.984360512387157,4,4,4,12,444,Champions
12556.0,50,2,517.81,1.0986122886681098,6.251537727507102,3,2,3,8,323,Loyal Customers
12558.0,8,1,195.08,0.6931471805599453,5.2785227392198575,4,1,1,6,411,At Risk
12559.0,320,1,301.41,0.6931471805599453,5.711783712541687,1,1,2,4,112,Lost Customers
12560.0,5,2,1746.16,1.0986122886681098,7.465746891515626,4,2,4,10,424,Champions
12561.0,303,1,207.05,0.6931471805599453,5.33777843542895,1,1,1,3,111,Lost Customers
12562.0,8,7,2701.7400000000002,2.0794415416798357,7.9020213522307845,4,4,4,12,444,Champions
12564.0,261,1,336.15000000000003,0.6931471805599453,5.820527935180591,1,1,2,4,112,Lost Customers
12565.0,289,1,145.92000000000002,0.6931471805599453,4.989888220951467,1,1,1,3,111,Lost Customers
12566.0,86,1,222.13,0.6931471805599453,5.407754561246412,2,1,2,5,212,At Risk
12567.0,23,10,6673.58,2.3978952727983707,8.806061559940504,3,4,4,11,344,Champions
12569.0,2,28,2704.69,3.367295829986474,7.903112241931697,4,4,4,12,444,Champions
12571.0,40,2,489.37,1.0986122886681098,6.1951602081993755,3,2,3,8,323,Loyal Customers
12572.0,9,2,650.87,1.0986122886681098,6.479845155543454,4,2,3,9,423,Loyal Customers
12573.0,227,1,150.59,0.6931471805599453,5.021179507971927,1,1,1,3,111,Lost Customers
12574.0,316,1,162.55,0.6931471805599453,5.097118753984393,1,1,1,3,111,Lost Customers
12576.0,36,5,1225.31,1.791759469228055,7.111764939346164,3,4,4,11,344,Champions
12577.0,35,3,570.65,1.3862943611198906,6.3485269159879785,3,3,3,9,333,Loyal Customers
12578.0,21,2,2242.96,1.0986122886681098,7.715997441171771,3,2,4,9,324,Loyal Customers
12579.0,78,1,329.12,0.6931471805599453,5.799456224724484,2,1,2,5,212,At Risk
12580.0,247,1,379.7,0.6931471805599453,5.942011663388452,1,1,2,4,112,Lost Customers
12581.0,40,1,169.76,0.6931471805599453,5.140259061889761,3,1,1,5,311,At Risk
12582.0,239,2,313.92,1.0986122886681098,5.752318638316266,1,2,2,5,122,At Risk
12583.0,3,15,5267.89,2.772588722239781,8.56957499316464,4,4,4,12,444,Champions
12584.0,4,8,1100.6000000000001,2.1972245773362196,7.004518947414446,4,4,3,11,443,Champions
12585.0,234,2,1212.95,1.0986122886681098,7.1016347846098204,1,2,4,7,124,Loyal Customers
12586.0,17,1,186.54000000000002,0.6931471805599453,5.233992155991479,4,1,1,6,411,At Risk
12587.0,8,1,104.0,0.6931471805599453,4.653960350157523,4,1,1,6,411,At Risk
12588.0,39,1,79.65,0.6931471805599453,4.390118804571218,3,1,1,5,311,At Risk
12589.0,29,2,417.28,1.0986122886681098,6.0361510647303875,3,2,2,7,322,Loyal Customers
12590.0,211,1,877.26,0.6931471805599453,6.777942677360646,1,1,3,5,113,At Risk
12591.0,317,1,323.1,0.6931471805599453,5.781052110147502,1,1,2,4,112,Lost Customers
12592.0,92,2,350.6,1.0986122886681098,5.862494165811022,2,2,2,6,222,At Risk
12593.0,109,3,382.1,1.3862943611198906,5.9482960517066035,2,3,2,7,232,Loyal Customers
12594.0,47,8,2743.4300000000003,2.1972245773362196,7.917328682108104,3,4,4,11,344,Champions
12596.0,51,2,288.27,1.0986122886681098,5.667360508022234,3,2,2,7,322,Loyal Customers
12597.0,19,4,2544.07,1.6094379124341003,7.841913433517961,3,3,4,10,334,Champions
12598.0,10,7,2103.43,2.0794415416798357,7.651799925599935,4,4,4,12,444,Champions
12599.0,29,7,764.38,2.0794415416798357,6.640372442522167,3,4,3,10,343,Champions
12600.0,29,9,1996.22,2.302585092994046,7.5995114925959415,3,4,4,11,344,Champions
12601.0,190,5,371.51,1.791759469228055,5.920263883096861,1,4,2,7,142,Loyal Customers
12602.0,59,1,129.22,0.6931471805599453,4.869225327808716,2,1,1,4,211,Lost Customers
12604.0,79,2,236.18,1.0986122886681098,5.468819346536649,2,2,2,6,222,At Risk
12607.0,60,1,1490.26,0.6931471805599453,7.30737667917338,2,1,4,7,214,Loyal Customers
12609.0,78,3,846.11,1.3862943611198906,6.741830556349529,2,3,3,8,233,Loyal Customers
12610.0,23,4,1479.64,1.6094379124341003,7.3002297057186345,3,3,4,10,334,Champions
12611.0,52,1,924.52,0.6931471805599453,6.830355741720633,2,1,3,6,213,At Risk
12612.0,74,1,654.0,0.6931471805599453,6.484635235635252,2,1,3,6,213,At Risk
12613.0,57,4,2886.4,1.6094379124341003,7.968111722195714,2,3,4,9,234,Loyal Customers
12614.0,278,1,218.15,0.6931471805599453,5.389756426864818,1,1,2,4,112,Lost Customers
12615.0,2,4,1552.99,1.6094379124341003,7.348581095900453,4,3,4,11,434,Champions
12616.0,95,2,386.8,1.0986122886681098,5.9604897428085515,2,2,2,6,222,At Risk
12617.0,29,1,335.63,0.6931471805599453,5.818984404344884,3,1,2,6,312,At Risk
12618.0,22,1,121.41,0.6931471805599453,4.807376066087421,3,1,1,5,311,At Risk
12619.0,16,8,681.02,2.1972245773362196,6.525058982926674,4,4,3,11,443,Champions
12620.0,15,3,1100.14,1.3862943611198906,7.00410128576878,4,3,3,10,433,Champions
12621.0,2,19,7699.9800000000005,2.995732273553991,8.949102872470561,4,4,4,12,444,Champions
12622.0,232,1,123.85,0.6931471805599453,4.827113016725782,1,1,1,3,111,Lost Customers
12623.0,276,1,269.1,0.6931471805599453,5.59879226079857,1,1,2,4,112,Lost Customers
12624.0,106,2,492.78000000000003,1.0986122886681098,6.20209007386322,2,2,3,7,223,Loyal Customers
12625.0,212,2,1625.8200000000002,1.0986122886681098,7.394382468031754,1,2,4,7,124,Loyal Customers
12626.0,23,9,4945.49,2.302585092994046,8.506433513129776,3,4,4,11,344,Champions
12627.0,11,6,3675.3,1.9459101490553132,8.209662090591763,4,4,4,12,444,Champions
12628.0,4,3,665.46,1.3862943611198906,6.50198012281404,4,3,3,10,433,Champions
12630.0,10,2,905.08,1.0986122886681098,6.8091276023654945,4,2,3,9,423,Loyal Customers
12631.0,57,1,396.0,0.6931471805599453,5.983936280687191,2,1,2,5,212,At Risk
12633.0,59,4,1379.94,1.6094379124341003,7.230519705687756,2,3,4,9,234,Loyal Customers
12635.0,90,2,1357.69,1.0986122886681098,7.214276279226745,2,2,4,8,224,Loyal Customers
12637.0,67,8,5075.84,2.1972245773362196,8.532444299776776,2,4,4,10,244,Champions
12638.0,33,1,498.25,0.6931471805599453,6.2131069722959245,3,1,3,7,313,Loyal Customers
12639.0,239,1,325.3,0.6931471805599453,5.787817203599275,1,1,2,4,112,Lost Customers
12640.0,24,3,609.53,1.3862943611198906,6.414327432392566,3,3,3,9,333,Loyal Customers
12641.0,115,1,128.9,0.6931471805599453,4.866764923676554,2,1,1,4,211,Lost Customers
12642.0,25,3,743.77,1.3862943611198906,6.613075445882023,3,3,3,9,333,Loyal Customers
12643.0,221,2,73.28,1.0986122886681098,4.307841736484505,1,2,1,4,121,Lost Customers
12644.0,130,1,417.12,0.6931471805599453,6.035768472664507,2,1,2,5,212,At Risk
12645.0,34,4,1406.18,1.6094379124341003,7.249342980701541,3,3,4,10,334,Champions
12646.0,5,2,838.16,1.0986122886681098,6.7324013915037755,4,2,3,9,423,Loyal Customers
12647.0,22,12,1843.87,2.5649493574615367,7.520164093287549,3,4,4,11,344,Champions
12648.0,155,1,255.3,0.6931471805599453,5.546348633370026,1,1,2,4,112,Lost Customers
12649.0,107,3,513.0500000000001,1.3862943611198906,6.242320536988728,2,3,3,8,233,Loyal Customers
12650.0,3,1,242.44,0.6931471805599453,5.4948705055887155,4,1,2,7,412,Loyal Customers
12651.0,335,1,114.0,0.6931471805599453,4.74493212836325,1,1,1,3,111,Lost Customers
12652.0,331,1,732.28,0.6931471805599453,6.597527620760814,1,1,3,5,113,At Risk
12653.0,149,2,752.81,1.0986122886681098,6.6251403468633745,1,2,3,6,123,At Risk
12654.0,11,5,499.33000000000004,1.791759469228055,6.215267880717977,4,4,3,11,443,Champions
12656.0,17,5,1873.3500000000001,1.791759469228055,7.536017211635065,4,4,4,12,444,Champions
12657.0,11,3,623.0,1.3862943611198906,6.436150368369428,4,3,3,10,433,Champions
12658.0,19,1,535.4,0.6931471805599453,6.284880151407523,3,1,3,7,313,Loyal Customers
12659.0,30,1,45.6,0.6931471805599453,3.8416005411316,3,1,1,5,311,At Risk
12660.0,11,1,203.70000000000002,0.6931471805599453,5.321545492667244,4,1,1,6,411,At Risk
12662.0,1,11,3289.4300000000003,2.4849066497880004,8.098773534307181,4,4,4,12,444,Champions
12664.0,59,4,406.79999999999995,1.6094379124341003,6.010776858140355,2,3,2,7,232,Loyal Customers
12665.0,325,1,45.0,0.6931471805599453,3.828641396489095,1,1,1,3,111,Lost Customers
12667.0,58,1,410.23,0.6931471805599453,6.019152668678152,2,1,2,5,212,At Risk
12668.0,12,4,2666.0,1.6094379124341003,7.888709524182015,4,3,4,11,434,Champions
12669.0,151,2,1319.92,1.0986122886681098,7.186083742506803,1,2,4,7,124,Loyal Customers
12670.0,10,5,2087.4700000000003,1.791759469228055,7.644187019457715,4,4,4,12,444,Champions
12672.0,330,1,162.3,0.6931471805599453,5.095588999976419,1,1,1,3,111,Lost Customers
12673.0,5,2,504.62,1.0986122886681098,6.225785399012317,4,2,3,9,423,Loyal Customers
12674.0,39,4,1289.54,1.6094379124341003,7.162816014416396,3,3,4,10,334,Champions
12676.0,25,6,1031.39,1.9459101490553132,6.939631781629396,3,4,3,10,343,Champions
12678.0,43,8,1359.8,2.1972245773362196,7.215828041081652,3,4,4,11,344,Champions
12679.0,284,1,639.86,0.6931471805599453,6.4628110243296595,1,1,3,5,113,At Risk
12680.0,1,4,736.97,1.6094379124341003,6.603903173367718,4,3,3,10,433,Champions
12681.0,15,21,9584.4,3.091042453358316,9.167996386481713,4,4,4,12,444,Champions
12682.0,4,30,8437.94,3.4339872044851463,9.040611987285553,4,4,4,12,444,Champions
12683.0,4,14,5146.41,2.70805020110221,8.546248954533455,4,4,4,12,444,Champions
12684.0,8,6,1646.19,1.9459101490553132,7.406826084786944,4,4,4,12,444,Champions
12685.0,28,6,2437.65,1.9459101490553132,7.79919988648359,3,4,4,11,344,Champions
12686.0,372,1,71.14,0.6931471805599453,4.278608675475393,1,1,1,3,111,Lost Customers
12688.0,114,1,2770.04,0.6931471805599453,7.926977979980733,2,1,4,7,214,Loyal Customers
12689.0,26,2,1020.21,1.0986122886681098,6.92874347772048,3,2,3,8,323,Loyal Customers
12690.0,206,1,265.11,0.6931471805599453,5.583909757134735,1,1,2,4,112,Lost Customers
12691.0,58,4,678.2,1.6094379124341003,6.520915634997138,2,3,3,8,233,Loyal Customers
12693.0,127,4,476.51,1.6094379124341003,6.168585102109873,2,3,3,8,233,Loyal Customers
12694.0,70,2,447.62,1.0986122886681098,6.106176204239879,2,2,2,6,222,At Risk
12695.0,7,4,342.56,1.6094379124341003,5.839361768898024,4,3,2,9,432,Loyal Customers
12697.0,29,3,676.71,1.3862943611198906,6.51871946782485,3,3,3,9,333,Loyal Customers
12700.0,8,4,3888.64,1.6094379124341003,8.266071887342793,4,3,4,11,434,Champions
12701.0,80,2,652.45,1.0986122886681098,6.482266019043045,2,2,3,7,223,Loyal Customers
12702.0,20,1,201.0,0.6931471805599453,5.308267697401205,3,1,1,5,311,At Risk
12703.0,71,1,265.55,0.6931471805599453,5.58556184326877,2,1,2,5,212,At Risk
12704.0,7,8,1180.98,2.1972245773362196,7.074946277349118,4,4,4,12,444,Champions
12705.0,15,8,5154.4,2.1972245773362196,8.547799988009137,4,4,4,12,444,Champions
12707.0,292,1,417.52,0.6931471805599453,6.036724678512846,1,1,2,4,112,Lost Customers
12708.0,30,10,2117.96,2.3978952727983707,7.658680681261437,3,4,4,11,344,Champions
12709.0,15,14,4615.32,2.70805020110221,8.437353129875254,4,4,4,12,444,Champions
12710.0,97,3,909.8199999999999,1.3862943611198906,6.814345292666106,2,3,3,8,233,Loyal Customers
12712.0,29,13,2586.98,2.6390573296152584,7.85863292761566,3,4,4,11,344,Champions
12713.0,1,1,722.85,0.6931471805599453,6.5845841886000525,4,1,3,8,413,Loyal Customers
12714.0,9,5,3621.03,1.791759469228055,8.194789921125789,4,4,4,12,444,Champions
