antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG VINTAGE LEAF DESIGN'}),0.06730298580518845,0.04919236417033774,0.02569750367107195,0.3818181818181818,7.761736770691994,1.0,0.022386710683592048,1.5380711756068066,0.9340255650935261,0.2830188679245283,0.34983502983502984,0.45210312075983716,LUNCH BAG APPLE DESIGN,LUNCH BAG VINTAGE LEAF DESIGN
frozenset({'LUNCH BAG VINTAGE LEAF DESIGN'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.04919236417033774,0.06730298580518845,0.02569750367107195,0.5223880597014925,7.761736770691994,1.0,0.022386710683592048,1.9528343734703866,0.9162346019488876,0.2830188679245283,0.48792380266079727,0.45210312075983716,LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG APPLE DESIGN
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.07440039158100832,0.046744982868330884,0.026676456191874694,0.35855263157894735,7.670398181317167,1.0,0.02319861116202335,1.4861001292719354,0.9395300772854516,0.2823834196891192,0.3270978312276197,0.4646166299255993,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG DOLLY GIRL DESIGN
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.046744982868330884,0.07440039158100832,0.026676456191874694,0.5706806282722513,7.670398181317167,1.0,0.02319861116202335,2.1559698196100903,0.9122728503962972,0.2823834196891192,0.5361716147859383,0.4646166299255993,LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG SPACEBOY DESIGN
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.036955457660303476,0.09997552618697993,0.02557513460597161,0.6920529801324503,6.92222393346681,1.0,0.02188049328090211,2.9226601192637855,0.8883677948480999,0.22967032967032963,0.6578459488296919,0.4739334668104112,LUNCH BAG  BLACK SKULL. & LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT
frozenset({'LUNCH BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT'})",0.09997552618697993,0.036955457660303476,0.02557513460597161,0.2558139534883721,6.92222393346681,1.0,0.02188049328090211,1.294091103768967,0.9505716581175453,0.22967032967032963,0.2272568777518395,0.4739334668104112,LUNCH BAG RED RETROSPOT,LUNCH BAG  BLACK SKULL. & LUNCH BAG PINK POLKADOT
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG WOODLAND'}),0.07440039158100832,0.06338717572197748,0.031938325991189426,0.4292763157894737,6.77228967689494,1.0,0.027222295296260118,1.641096821789734,0.9208511379776355,0.30173410404624273,0.3906514309683275,0.46656865982523876,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG WOODLAND
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.06338717572197748,0.07440039158100832,0.031938325991189426,0.5038610038610039,6.77228967689494,1.0,0.027222295296260118,1.8656054364242711,0.9100232568151079,0.30173410404624273,0.46398097878795924,0.46656865982523876,LUNCH BAG WOODLAND,LUNCH BAG SPACEBOY DESIGN
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.06999510523739598,0.07905041605482134,0.036955457660303476,0.527972027972028,6.678927883262249,1.0,0.03142231546948632,1.9510487482097862,0.914269780411293,0.32969432314410485,0.48745514384632116,0.49773214401697374,LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL.
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.07905041605482134,0.06999510523739598,0.036955457660303476,0.4674922600619195,6.678927883262249,1.0,0.03142231546948632,1.7464626802809369,0.9232594115234954,0.32969432314410485,0.4274140459507903,0.49773214401697374,LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG CARS BLUE'}),0.06338717572197748,0.07121879588839941,0.02887909936368086,0.45559845559845563,6.397165943557697,1.0,0.02436474103399524,1.7060590912404578,0.900778589238816,0.2731481481481481,0.41385383124513564,0.43054836869269864,LUNCH BAG WOODLAND,LUNCH BAG CARS BLUE
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG WOODLAND'}),0.07121879588839941,0.06338717572197748,0.02887909936368086,0.4054982817869416,6.397165943557696,1.0,0.02436474103399524,1.57545856569309,0.9083740872244924,0.2731481481481481,0.3652641702068051,0.43054836869269864,LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.06999510523739598,0.07121879588839941,0.03181595692608909,0.45454545454545464,6.382380506091848,1.0,0.026830989812999945,1.7027655408712679,0.9067894736842105,0.29082774049217003,0.41272008623787293,0.45064042486722905,LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.07121879588839941,0.06999510523739598,0.03181595692608909,0.44673539518900346,6.382380506091847,1.0,0.026830989812999945,1.6809405240740234,0.9079841897233201,0.29082774049217003,0.4050949538795442,0.45064042486722905,LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG SUKI DESIGN'}),0.06730298580518845,0.0706069505628977,0.029613313754282916,0.43999999999999995,6.231681109185441,1.0,0.02486125516280057,1.6596304454233968,0.9001097302068176,0.27344632768361576,0.39745622119815666,0.4297053726169844,LUNCH BAG APPLE DESIGN,LUNCH BAG SUKI DESIGN
frozenset({'LUNCH BAG SUKI DESIGN'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.0706069505628977,0.06730298580518845,0.029613313754282916,0.41941074523396876,6.231681109185441,1.0,0.02486125516280057,1.606466200568377,0.9033095936321742,0.27344632768361576,0.3775156927383879,0.4297053726169844,LUNCH BAG SUKI DESIGN,LUNCH BAG APPLE DESIGN
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),0.10168869309838473,0.04136074400391581,0.026064610866372982,0.25631768953068595,6.197124730309957,1.0,0.021858690863037933,1.2890440481112397,0.9335681710478099,0.22280334728033477,0.22423131974020494,0.4432476021617927,WHITE HANGING HEART T-LIGHT HO..,RED HANGING HEART T-LIGHT HOLD..
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.04136074400391581,0.10168869309838473,0.026064610866372982,0.6301775147928994,6.197124730309957,1.0,0.021858690863037933,2.429033773861968,0.8748179657469967,0.22280334728033477,0.5883136699206613,0.4432476021617927,RED HANGING HEART T-LIGHT HOLD..,WHITE HANGING HEART T-LIGHT HO..
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.10266764561918747,0.06155163974547234,0.03915810083210964,0.3814064362336114,6.196527628033942,1.0,0.03283873889544159,1.5170677731282247,0.9345693270148643,0.3131115459882583,0.3408336676099977,0.5087946694090523,JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.06155163974547234,0.10266764561918747,0.03915810083210964,0.6361829025844931,6.196527628033942,1.0,0.03283873889544159,2.4664381106751296,0.8936232722649626,0.3131115459882583,0.5945570271267526,0.5087946694090523,JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.07905041605482134,0.07121879588839941,0.03487518355359765,0.4411764705882353,6.194663432383263,1.0,0.02924530810769628,1.6620295231470747,0.9105500930108957,0.3022269353128314,0.39832597070448733,0.4654335961188599,LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.07121879588839941,0.07905041605482134,0.03487518355359765,0.4896907216494846,6.194663432383263,1.0,0.02924530810769628,1.8046890836905523,0.9028722002635047,0.3022269353128314,0.4458879321445108,0.4654335961188599,LUNCH BAG CARS BLUE,LUNCH BAG  BLACK SKULL.
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.06338717572197748,0.06730298580518845,0.025330396475770924,0.3996138996138996,5.937535977535977,1.0,0.021064250287923688,1.5534953484016474,0.8878588316676954,0.24041811846689892,0.3562903158809745,0.38798876798876797,LUNCH BAG WOODLAND,LUNCH BAG APPLE DESIGN
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG WOODLAND'}),0.06730298580518845,0.06338717572197748,0.025330396475770924,0.37636363636363634,5.937535977535977,1.0,0.021064250287923688,1.5018572984049923,0.8915863943301681,0.24041811846689892,0.33415777846402356,0.38798876798876797,LUNCH BAG APPLE DESIGN,LUNCH BAG WOODLAND
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SUKI DESIGN'}),0.07121879588839941,0.0706069505628977,0.02973568281938326,0.4175257731958763,5.913380621415427,1.0,0.024707140818941938,1.5955951468212202,0.8946046617544201,0.2652838427947598,0.37327460415493097,0.419334810341439,LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN
frozenset({'LUNCH BAG SUKI DESIGN'}),frozenset({'LUNCH BAG CARS BLUE'}),0.0706069505628977,0.07121879588839941,0.02973568281938326,0.4211438474870017,5.913380621415426,1.0,0.024707140818941938,1.6045112418335137,0.8940157185932915,0.2652838427947598,0.37675724923106424,0.419334810341439,LUNCH BAG SUKI DESIGN,LUNCH BAG CARS BLUE
frozenset({'LUNCH BAG SUKI DESIGN'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.0706069505628977,0.06999510523739598,0.029123837493881546,0.41247833622183705,5.8929597265819105,1.0,0.024181696558739908,1.582928685185907,0.8933851881766531,0.2612513721185511,0.36825960047432266,0.4142811261528766,LUNCH BAG SUKI DESIGN,LUNCH BAG PINK POLKADOT
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG SUKI DESIGN'}),0.06999510523739598,0.0706069505628977,0.029123837493881546,0.4160839160839161,5.8929597265819105,1.0,0.024181696558739908,1.5916551625090494,0.892797434763379,0.2612513721185511,0.3717232076679081,0.4142811261528766,LUNCH BAG PINK POLKADOT,LUNCH BAG SUKI DESIGN
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.06999510523739598,0.09997552618697993,0.040748898678414094,0.5821678321678322,5.823103457130386,1.0,0.033751101201792394,2.1540334687073117,0.8906085032400821,0.31534090909090906,0.5357546600238646,0.4948782857289589,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.09997552618697993,0.06999510523739598,0.040748898678414094,0.40758873929008566,5.823103457130385,1.0,0.033751101201792394,1.5698636343410073,0.9202752718728245,0.31534090909090906,0.36300199703665526,0.4948782857289589,LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG CARS BLUE'}),0.07440039158100832,0.07121879588839941,0.030714635340186,0.4128289473684211,5.796629137276181,1.0,0.02541592903816118,1.5817898378147146,0.8939998862298032,0.26730564430244946,0.3678047638859996,0.42205021251582564,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG CARS BLUE
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.07121879588839941,0.07440039158100832,0.030714635340186,0.43127147766323026,5.79662913727618,1.0,0.02541592903816118,1.6274893416913994,0.8909374360266444,0.26730564430244946,0.385556651965087,0.42205021251582564,LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN
frozenset({'LUNCH BAG SUKI DESIGN'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0706069505628977,0.07905041605482134,0.032305433186490456,0.45753899480069327,5.787939110698553,1.0,0.026723924368131192,1.6977249518733806,0.8900722165699124,0.27528675703858185,0.41097643708626963,0.433103862725424,LUNCH BAG SUKI DESIGN,LUNCH BAG  BLACK SKULL.
